id,name,calories,proteins,fat,carbohydrate,is_energizing,is_relaxing,is_focusing,primary_mood,calorie_category,protein_category,fat_category,carb_category,nutrient_balance,vitamin_a,vitamin_c,vitamin_b,iron,calcium,has_recipe,calorie_category_num,protein_category_num,fat_category_num,carb_category_num,nutrient_balance_num,mood_energizing,mood_focusing,mood_relaxing,mood_uncategorized
46,Ayam hati segar,0.2776595744680851,0.3301204819277108,0.161,0.002472952086553323,0,0,1,focusing,medium,medium,medium,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.75,False,True,False,False
47,Ayam taliwang masakan,0.28085106382978725,0.21927710843373494,0.201,0.004173106646058733,0,0,1,focusing,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,True,False,False
48,Ayam usus goreng,0.5031914893617021,0.5445783132530121,0.263,0.021483771251931995,0,0,0,uncategorized,high,high,medium,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.6666666666666667,0.0,0.75,False,False,False,True
49,Babat,0.12021276595744682,0.21204819277108436,0.042,0.0,0,0,1,focusing,low,medium,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,,0.75,False,True,False,False
50,Babi daging gemuk segar,0.4819148936170213,0.14337349397590363,0.45,0.0,0,0,0,uncategorized,high,low,high,,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,,0.5,False,False,False,True
51,Babi daging kurus segar,0.3946808510638298,0.16987951807228915,0.35000000000000003,0.0,0,0,0,uncategorized,medium,low,high,,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,1.0,,0.5,False,False,False,True
52,Babi ginjal segar,0.11702127659574468,0.1963855421686747,0.046,0.0012364760432766616,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
53,Babi hati segar,0.1372340425531915,0.23734939759036144,0.048,0.0026275115919629057,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
54,Babi hutan masak rica masakan,0.522340425531915,0.29638554216867474,0.163,0.0003091190108191654,0,0,1,focusing,high,medium,medium,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,0.0,0.75,False,True,False,False
55,Bacang,0.10946808510638299,0.03975903614457831,0.027000000000000003,0.02519319938176198,0,1,0,relaxing,low,very_low,very_low,low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,False,False,True,False
56,Bagea kelapa asin,0.4787234042553192,0.03855421686746988,0.139,0.12071097372488407,0,0,0,uncategorized,high,very_low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.3333333333333333,1.0,0.25,False,False,False,True
57,Bagea kelapa manis,0.48085106382978726,0.01566265060240964,0.138,0.12457496136012364,0,0,0,uncategorized,high,very_low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.3333333333333333,1.0,0.25,False,False,False,True
58,Bagea kenari asin,0.5627659574468086,0.03855421686746988,0.29100000000000004,0.0982998454404946,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
59,Bagea kenari manis,0.5563829787234043,0.03855421686746988,0.282,0.0992272024729521,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
60,Bagea kw 1,0.44255319148936173,0.0783132530120482,0.094,0.11792890262751159,1,0,0,energizing,high,low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,True,False,False,False
61,Bagea kw 2,0.4063829787234043,0.0036144578313253013,0.035,0.1347758887171561,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
62,Baje,0.1372340425531915,0.02289156626506024,0.066,0.0241112828438949,0,1,0,relaxing,low,very_low,low,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,False,False,True,False
63,Bakpia kue,0.2893617021276596,0.10481927710843374,0.067,0.06816074188562597,1,0,0,energizing,medium,low,low,medium,balanced,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,1.0,True,False,False,False
64,Bakso ,0.08085106382978724,0.04939759036144578,0.025,0.014219474497681605,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
65,Bakung segar,0.02872340425531915,0.024096385542168676,0.002,0.006491499227202473,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
66,Bakwan,0.2978723404255319,0.09879518072289156,0.102,0.06027820710973725,1,0,0,energizing,medium,low,low,medium,balanced,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,1.0,True,False,False,False
67,Baligo,0.013829787234042554,0.004819277108433735,0.002,0.00463678516228748,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
68,Bantal,0.2021276595744681,0.03975903614457831,0.003,0.06723338485316847,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
69,Barongko,0.16914893617021276,0.03734939759036145,0.057999999999999996,0.03632148377125193,0,0,0,uncategorized,low,very_low,low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,False,False,False,True
70,Batang Tading,0.14574468085106385,0.051807228915662654,0.048,0.029520865533230294,0,1,0,relaxing,low,very_low,very_low,low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,False,False,True,False
71,Batar daan,0.11382978723404255,0.026506024096385545,0.022000000000000002,0.030293663060278208,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
72,Batatas gembili segar,0.08085106382978724,0.013253012048192772,0.009000000000000001,0.02472952086553323,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
73,Batatas kelapa ubi bakar,0.11702127659574468,0.016867469879518072,0.011000000000000001,0.036166924265842344,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
74,Batatas kelapa ubi kukus,0.09787234042553192,0.014457831325301205,0.003,0.03245749613601236,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
75,Batatas kelapa ubi segar,0.09468085106382979,0.013253012048192772,0.001,0.03245749613601236,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
76,Batatas tali ubi rebus,0.19361702127659575,0.02891566265060241,0.004,0.0652241112828439,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
77,Bawang Bombay,0.047872340425531915,0.016867469879518072,0.002,0.015919629057187017,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
78,Bawang Merah,0.04148936170212766,0.01807228915662651,0.003,0.0003091190108191654,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
79,Bawang Putih,0.10106382978723405,0.05421686746987952,0.002,0.0357032457496136,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
80,Bayam kukus,0.031914893617021274,0.01566265060240964,0.006999999999999999,0.008964451313755796,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
81,Bayam Merah,0.05425531914893617,0.05542168674698795,0.005,0.015455950540958269,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
82,Bayam merah segar,0.043617021276595745,0.026506024096385545,0.008,0.009737248840803708,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
83,Bayam rebus,0.02446808510638298,0.014457831325301205,0.006,0.00571870170015456,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
84,Bayam segar,0.03829787234042553,0.042168674698795185,0.005,0.010046367851622875,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
85,Bayam tumis + oncom,0.10851063829787234,0.04457831325301205,0.067,0.010664605873261205,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
86,Bayam tumis bersantan,0.05106382978723405,0.016867469879518072,0.042,0.00401854714064915,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
87,Bebek (itik),0.3468085106382979,0.1927710843373494,0.28600000000000003,0.0,0,0,1,focusing,medium,medium,medium,,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,,0.5,False,True,False,False
88,Bebek alabio daging segar,0.3223404255319149,0.13614457831325302,0.27,0.00571870170015456,0,0,0,uncategorized,medium,low,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.0,0.5,False,False,False,True
89,Bebek daging goreng,0.3191489361702128,0.28915662650602414,0.207,0.006955177743431221,0,0,1,focusing,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,True,False,False
90,Beberuk,0.06914893617021277,0.013253012048192772,0.052000000000000005,0.005409582689335394,0,1,0,relaxing,very_low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
91,Beef burger,0.274468085106383,0.12771084337349398,0.095,0.05023183925811437,1,0,0,energizing,medium,low,low,medium,balanced,0.0,0.0,0.0,0.0,0.0,1,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,1.0,True,False,False,False
92,Beef teriyaki masakan,0.16063829787234044,0.10361445783132531,0.031000000000000003,0.03446676970633694,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
93,Beef yakiniku masakan,0.14042553191489363,0.11807228915662651,0.011000000000000001,0.031993817619783614,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
94,Bekasam,0.12340425531914893,0.14337349397590363,0.049,0.009428129829984543,0,0,0,uncategorized,low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
95,Bekasang,0.08297872340425531,0.13734939759036147,0.02,0.0055641421947449764,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
96,Belibis daging segar,0.13936170212765958,0.24337349397590363,0.043,0.004327666151468315,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
97,Belimbing,0.03829787234042553,0.004819277108433735,0.004,0.013601236476043277,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
98,Belitung talas kukus,0.15425531914893617,0.014457831325301205,0.004,0.052859350850077286,0,1,0,relaxing,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,True,False
99,Belut goreng,0.44361702127659575,0.3120481927710843,0.19399999999999998,0.04945904173106646,0,0,0,uncategorized,high,medium,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5,False,False,False,True
100,Belut segar,0.07446808510638298,0.17590361445783134,0.008,0.0015455950540958269,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
101,Belutlaut segar,0.09893617021276596,0.15421686746987953,0.015,0.009428129829984543,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
102,Bengkuang,0.05851063829787234,0.016867469879518072,0.002,0.019783616692426585,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
103,Bentul (Komba)  talas segar,0.10425531914893617,0.01927710843373494,0.006999999999999999,0.03230293663060278,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
104,Bentul talas kukus,0.07553191489361702,0.027710843373493974,0.003,0.023802163833075735,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
105,Beras Cerdas,0.3723404255319149,0.032530120481927716,0.011000000000000001,0.12720247295208656,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
106,Beras ganyong,0.3872340425531915,0.04096385542168675,0.006999999999999999,0.13338485316846985,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
107,Beras Giling,0.3829787234042553,0.0819277108433735,0.006999999999999999,0.12194744976816074,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
108,Beras Giling masak (nasi) ,0.18936170212765957,0.025301204819277112,0.001,0.06275115919629057,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
109,Beras giling mentah,0.3797872340425532,0.10120481927710845,0.017,0.11916537867078825,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
110,Beras giling var pelita mentah,0.3925531914893617,0.11445783132530121,0.013999999999999999,0.11916537867078825,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
111,Beras giling var rojolele mentah,0.3797872340425532,0.10120481927710845,0.017,0.11916537867078825,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
112,Beras hitam mentah,0.37340425531914895,0.0963855421686747,0.013000000000000001,0.1188562596599691,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
113,Beras jagung kuning kering mentah,0.38085106382978723,0.06626506024096386,0.001,0.12782071097372488,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
114,Beras jagung putih kering mentah,0.32659574468085106,0.05783132530120482,0.001,0.11097372488408036,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
115,Beras Ketan Hitam,0.37872340425531914,0.08433734939759037,0.006999999999999999,0.1205564142194745,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
116,Beras Ketan Hitam kukus,0.1925531914893617,0.04819277108433735,0.012,0.05765069551777434,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
117,Beras Ketan Hitam tape,0.17659574468085107,0.04578313253012048,0.01,0.05316846986089644,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
118,Beras Ketan Hitam tumbuk,0.3829787234042553,0.0963855421686747,0.023,0.1151468315301391,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
119,Beras ketan hitam tumbuk mentah,0.3829787234042553,0.0963855421686747,0.023,0.1151468315301391,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
120,Beras Ketan Putih,0.3851063829787234,0.08072289156626507,0.006999999999999999,0.12272024729520867,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
121,Beras Ketan Putih kukus,0.17340425531914894,0.03614457831325302,0.004,0.055177743431221025,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
122,Beras Ketan Putih tape,0.18297872340425533,0.03614457831325302,0.005,0.05795981452859351,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
123,Beras Ketan Putih tumbuk,0.3840425531914894,0.0891566265060241,0.008,0.12117465224111283,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
124,Beras ketan putih tumbuk mentah,0.3840425531914894,0.0891566265060241,0.008,0.12117465224111283,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
125,Beras ladang mentah,0.4,0.09036144578313253,0.038,0.1205564142194745,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
126,Beras Menir,0.3606382978723404,0.0927710843373494,0.044000000000000004,0.11282843894899536,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
127,Beras menir mentah,0.3851063829787234,0.0927710843373494,0.044000000000000004,0.11282843894899536,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
128,Beras Merah tumbuk,0.3819148936170213,0.09036144578313253,0.009000000000000001,0.11993817619783616,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
129,Beras Parboiled,0.3872340425531915,0.0819277108433735,0.006,0.12380216383307573,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
130,Beras parboiled,0.37553191489361704,0.0819277108433735,0.006,0.12364760432766615,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
131,Beras Pecah Kulit,0.35638297872340424,0.0891566265060241,0.019,0.11777434312210201,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
132,Beras Setengah Giling,0.3861702127659575,0.09156626506024096,0.011000000000000001,0.12102009273570324,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
133,Beras Siger,0.36595744680851067,0.013253012048192772,0.002,0.0437403400309119,0,0,0,uncategorized,medium,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,0.3333333333333333,0.25,False,False,False,True
134,Beras tumbuk mentah,0.37659574468085105,0.09397590361445783,0.004,0.12349304482225658,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
135,Beras tumbuk merah mentah,0.37446808510638296,0.08795180722891567,0.009000000000000001,0.11777434312210201,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
