id,name,calories,proteins,fat,carbohydrate,is_energizing,is_relaxing,is_focusing,primary_mood,calorie_category,protein_category,fat_category,carb_category,nutrient_balance,vitamin_a,vitamin_c,vitamin_b,iron,calcium,has_recipe,calorie_category_num,protein_category_num,fat_category_num,carb_category_num,nutrient_balance_num,mood_energizing,mood_focusing,mood_relaxing,mood_uncategorized
1126,Seledri,0.02127659574468085,0.012048192771084338,0.001,0.007109737248840803,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1127,Semangka,0.029787234042553193,0.006024096385542169,0.002,0.010664605873261205,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1128,Semur Jengkol ,0.2047872340425532,0.05421686746987952,0.06,0.04683153013910356,0,0,0,uncategorized,low,very_low,low,medium,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.0,False,False,False,True
1129,Sente,0.06808510638297872,0.007228915662650603,0.003,0.02287480680061824,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1130,Sente talas segar,0.37553191489361704,0.008433734939759036,0.002,0.13091190108191653,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1131,Sepi masakan,0.09361702127659574,0.09518072289156627,0.016,0.016383307573415763,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1132,Serbuk Coklat,0.3170212765957447,0.0963855421686747,0.23800000000000002,0.07557959814528593,1,0,0,energizing,medium,low,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.5,True,False,False,False
1133,Serimping talas kebumen,0.5085106382978724,0.030120481927710843,0.212,0.10695517774343122,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
1134,Setrup sirup,0.22659574468085106,0.0,0.0,0.08500772797527048,0,0,0,uncategorized,medium,,,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,,,1.0,0.25,False,False,False,True
1135,Shabu-shabu,0.09361702127659574,0.03855421686746988,0.08,0.0012364760432766616,0,1,0,relaxing,very_low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
1136,Sie reuboh masakan,0.5042553191489362,0.13493975903614458,0.425,0.018083462132921172,0,0,0,uncategorized,high,low,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,0.0,0.5,False,False,False,True
1137,Singkah (rotan muda),0.08617021276595745,0.06144578313253012,0.045,0.007882534775888716,0,0,0,uncategorized,very_low,low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.5,False,False,False,True
1138,Singkong Goreng ,0.30319148936170215,0.012048192771084338,0.18,0.04327666151468315,0,0,0,uncategorized,medium,very_low,medium,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.5,False,False,False,True
1139,Singkong kukus,0.15531914893617021,0.014457831325301205,0.003,0.0536321483771252,0,1,0,relaxing,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,True,False
1140,Singkong tape,0.18404255319148938,0.006024096385542169,0.001,0.06568778979907264,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
1141,Siomay ,0.10138297872340425,0.05301204819277109,0.022000000000000002,0.022256568778979906,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
1142,Sirsak,0.06914893617021277,0.012048192771084338,0.003,0.02519319938176198,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1143,Sirup,0.22659574468085106,0.0,0.0,0.08500772797527048,0,0,0,uncategorized,medium,,,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,,,1.0,0.25,False,False,False,True
1144,Sop buntut masakan,0.07553191489361702,0.09036144578313253,0.036000000000000004,0.0034003091190108192,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1145,Sop daging sapi masakan,0.052127659574468084,0.06987951807228916,0.005,0.008191653786707881,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1146,Sop kaki sapi masakan,0.0723404255319149,0.10843373493975904,0.019,0.00571870170015456,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1147,Sop kambing masakan,0.03617021276595745,0.06626506024096386,0.008,0.0017001545595054096,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1148,Sop konro masakan,0.07553191489361702,0.0891566265060241,0.026000000000000002,0.006955177743431221,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1149,Sop Kool,0.012765957446808512,0.006024096385542169,0.001,0.0030911901081916537,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1150,Sop Kool dan Wortel,0.015957446808510637,0.007228915662650603,0.001,0.004791344667697064,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1151,Sop saudara masakan,0.09468085106382979,0.08674698795180724,0.05,0.006027820710973725,0,0,0,uncategorized,very_low,low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.5,False,False,False,True
1152,Soto bandung masakan,0.04468085106382979,0.046987951807228916,0.017,0.004327666151468315,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
1153,Soto banjar masakan,0.11702127659574468,0.03493975903614458,0.095,0.004945904173106646,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
1154,Soto betawi masakan,0.14361702127659576,0.030120481927710843,0.08800000000000001,0.01777434312210201,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
1155,Soto dengan Daging,0.13563829787234044,0.03132530120481928,0.094,0.012828438948995364,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
1156,Soto jeroan masakan,0.09787234042553192,0.14216867469879518,0.043,0.0021638330757341576,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1157,Soto kudus masakan,0.04042553191489362,0.03132530120481928,0.023,0.0027820710973724882,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1158,Soto madura masakan,0.06382978723404255,0.042168674698795185,0.045,0.002009273570324575,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1159,Soto padang masakan,0.1351063829787234,0.07108433734939759,0.066,0.017001545595054096,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1160,Soto pekalongan masakan,0.1,0.03614457831325302,0.068,0.007882534775888716,0,1,0,relaxing,very_low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
1161,Soto pemalang masakan,0.0797872340425532,0.04337349397590362,0.052000000000000005,0.005409582689335394,0,1,0,relaxing,very_low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
1162,Soto sukaraja masakan,0.0851063829787234,0.03855421686746988,0.035,0.013910355486862442,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1163,Soto sulung masakan,0.09148936170212767,0.027710843373493974,0.085,0.0,0,1,0,relaxing,very_low,very_low,low,,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,,0.5,False,False,True,False
1164,Soto tanpa Daging ,0.12457446808510637,0.004819277108433735,0.086,0.014837712519319937,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
1165,Spaghetti,0.1478723404255319,0.0891566265060241,0.021,0.03493044822256569,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
1166,Srikaya,0.1074468085106383,0.020481927710843374,0.006,0.05440494590417311,0,1,0,relaxing,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,True,False
1167,Sukiyaki masakan,0.0797872340425532,0.06746987951807229,0.004,0.018856259659969087,0,0,0,uncategorized,very_low,low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.25,False,False,False,True
1168,Sukun muda segar,0.12659574468085105,0.016867469879518072,0.002,0.04343122102009274,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1169,Sukun tua segar,0.13404255319148936,0.01927710843373494,0.002,0.03786707882534776,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1170,Susu asam untuk bayi bubuk,0.4446808510638298,0.22891566265060243,0.09,0.10123647604327667,0,0,0,uncategorized,high,medium,low,high,other,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.3333333333333333,1.0,0.0,False,False,False,True
1171,Susu bubuk,0.5457446808510639,0.29638554216867474,0.3,0.055950540958268936,0,0,0,uncategorized,high,medium,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5,False,False,False,True
1172,Susu Kambing,0.06808510638297872,0.051807228915662654,0.023,0.010200927357032456,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
1173,Susu Kedelai,0.043617021276595745,0.042168674698795185,0.025,0.0077279752704791345,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1174,Susu Kental Manis,0.3574468085106383,0.09879518072289156,0.1,0.08500772797527048,1,0,0,energizing,medium,low,low,high,other,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.0,True,False,False,False
1175,Susu Kental Tak Manis,0.14680851063829786,0.08433734939759037,0.079,0.015301391035548687,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1176,Susu Kerbau,0.1702127659574468,0.07590361445783132,0.12,0.01097372488408037,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1177,Susu Sapi,0.06489361702127659,0.03855421686746988,0.035,0.006646058732612055,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
1178,Susu Skim (tak berlemak),0.03829787234042553,0.042168674698795185,0.001,0.007882534775888716,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
1179,Susu skim bubuk,0.3819148936170213,0.42891566265060244,0.01,0.080370942812983,0,0,0,uncategorized,medium,high,very_low,high,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.0,1.0,0.75,False,False,False,True
1180,Susu skim segar,0.03829787234042553,0.042168674698795185,0.001,0.007882534775888716,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
1181,Susupan,0.0925531914893617,0.06385542168674699,0.052000000000000005,0.009737248840803708,0,0,0,uncategorized,very_low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1182,Suweg kukus,0.09574468085106383,0.01807228915662651,0.001,0.033848531684698605,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1183,Suweg mentah,0.07340425531914893,0.012048192771084338,0.001,0.02426584234930448,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1184,Suweg talas segar,0.07872340425531915,0.016867469879518072,0.001,0.02658423493044822,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1185,Suwir-suwir,0.36914893617021277,0.006024096385542169,0.009000000000000001,0.13013910355486863,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
1186,Tahu,0.0723404255319149,0.09397590361445783,0.046,0.002472952086553323,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1187,Tahu goreng,0.12234042553191489,0.11686746987951807,0.085,0.0038639876352395673,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1188,Tahu telur,0.34893617021276596,0.15180722891566265,0.19899999999999998,0.03802163833075734,0,0,0,uncategorized,medium,low,medium,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.5,False,False,False,True
1189,Takwa,0.1574468085106383,0.16626506024096388,0.085,0.0061823802163833074,0,0,0,uncategorized,low,low,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.75,False,False,False,True
1190,Talas bogor kukus,0.1276595744680851,0.01807228915662651,0.003,0.04358578052550232,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1191,Talas pontianak segar,0.17340425531914894,0.027710843373493974,0.005,0.0562596599690881,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
1192,Talas viqueque segar,0.12234042553191489,0.02168674698795181,0.005,0.04003091190108191,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1193,Tales kukus,0.1276595744680851,0.01807228915662651,0.003,0.04358578052550232,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1194,Tales mentah,0.10425531914893617,0.02289156626506024,0.002,0.036630602782071094,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1195,Taoco,0.17659574468085107,0.12530120481927712,0.049,0.03724884080370943,0,0,0,uncategorized,low,low,very_low,low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,False,False,False,True
1196,Taoge goreng,0.09361702127659574,0.03855421686746988,0.021,0.021638330757341576,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
1197,Taoge kacang kedelai segar,0.08085106382978724,0.10843373493975904,0.026000000000000002,0.009891808346213293,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1198,Taoge seduh,0.029787234042553193,0.03614457831325302,0.008,0.0061823802163833074,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
1199,Taoge segar,0.03617021276595745,0.04457831325301205,0.012,0.006646058732612055,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
1200,Taokoa,0.11063829787234043,0.15542168674698797,0.068,0.0018547140649149921,0,0,0,uncategorized,low,low,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.75,False,False,False,True
1201,Tapai beras,0.10531914893617021,0.020481927710843374,0.003,0.03462132921174652,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
1202,Tapai ketan hitam,0.17659574468085107,0.04578313253012048,0.01,0.05316846986089644,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
1203,Tapai ketan putih,0.18297872340425533,0.03614457831325302,0.005,0.05795981452859351,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
1204,Tapai singkong,0.1797872340425532,0.016867469879518072,0.003,0.062132921174652245,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
1205,Tauco cap DAS cake,0.38085106382978723,0.09036144578313253,0.043,0.10880989180834622,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1206,Tauji cap singa,0.2946808510638298,0.10963855421686747,0.047,0.07666151468315302,1,0,0,energizing,medium,low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.25,True,False,False,False
1207,Tebu Terubuk,0.026595744680851064,0.05542168674698795,0.004,0.00463678516228748,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.75,False,False,True,False
1208,Tedong pallu basa masakan,0.08829787234042553,0.12530120481927712,0.034,0.004327666151468315,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
1209,Teh,0.14042553191489363,0.23493975903614459,0.006999999999999999,0.10479134466769706,0,0,0,uncategorized,low,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
1210,Teh hijau daun kering,0.3191489361702128,0.3409638554216868,0.048,0.08284389489953632,0,0,0,uncategorized,medium,medium,very_low,high,other,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,False,False,False,True
1211,Teh melati daun kering,0.3180851063829787,0.29036144578313255,0.035,0.09119010819165378,0,0,0,uncategorized,medium,medium,very_low,high,other,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,False,False,False,True
1212,Tekokak,0.03617021276595745,0.024096385542168676,0.001,0.012210200927357032,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1213,Tekokak kering,0.3127659574468085,0.10000000000000002,0.017,0.11221020092735702,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
1214,Tekwan,0.05638297872340425,0.02289156626506024,0.009000000000000001,0.014528593508500774,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
1215,Telur Ayam,0.1723404255319149,0.15421686746987953,0.115,0.0010819165378670788,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1216,Telur Ayam bagian kuning,0.3840425531914894,0.23253012048192773,0.319,0.0010819165378670788,0,0,1,focusing,medium,medium,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.5,False,True,False,False
1217,Telur Ayam bagian putih,0.05319148936170213,0.13012048192771086,0.0,0.0012364760432766616,0,0,0,uncategorized,very_low,low,,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,,0.0,0.75,False,False,False,True
1218,Telur Ayam ceplok,0.4074468085106383,0.1819277108433735,0.329,0.012828438948995364,0,0,1,focusing,medium,medium,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.5,False,True,False,False
1219,Telur Ayam dadar,0.2670212765957447,0.1963855421686747,0.19399999999999998,0.0021638330757341576,0,0,1,focusing,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,True,False,False
1220,Telur ayam kampung ,0.19042553191489361,0.163855421686747,0.133,0.0068006182380216385,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1221,Telur bebek bagian kuning segar,0.4106382978723404,0.20481927710843376,0.35000000000000003,0.0012364760432766616,0,0,1,focusing,medium,medium,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.5,False,True,False,False
1222,Telur Bebek bagian putih,0.0574468085106383,0.13253012048192772,0.0,0.0012364760432766616,0,0,0,uncategorized,very_low,low,,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,,0.0,0.75,False,False,False,True
1223,Telur bebek bagian putih segar,0.0574468085106383,0.13253012048192772,0.0,0.0012364760432766616,0,0,0,uncategorized,very_low,low,,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,,0.0,0.75,False,False,False,True
1224,Telur Bebek ceplok,0.3404255319148936,0.1819277108433735,0.305,0.0013910355486862441,0,0,1,focusing,medium,medium,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.5,False,True,False,False
1225,Telur Bebek dadar,0.3202127659574468,0.24096385542168675,0.237,0.0,0,0,1,focusing,medium,medium,medium,,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,,0.5,False,True,False,False
1226,Telur bebek tambak segar,0.19893617021276597,0.13132530120481928,0.12400000000000001,0.012210200927357032,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1227,Telur Bebek telur asin,0.2074468085106383,0.163855421686747,0.136,0.0021638330757341576,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
1228,Telur burung puyuh segar,0.12340425531914893,0.12891566265060242,0.07,0.002472952086553323,0,0,0,uncategorized,low,low,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.75,False,False,False,True
1229,Telur Penyu,0.15319148936170213,0.14457831325301207,0.102,0.0,0,0,0,uncategorized,low,low,low,,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,False,False,False,True
1230,Telur Terubuk,0.4521276595744681,0.3734939759036145,0.28,0.015455950540958269,0,0,0,uncategorized,high,high,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.6666666666666667,0.0,0.5,False,False,False,True
1231,Tempe bongkrek,0.12659574468085105,0.05301204819277109,0.035,0.028284389489953633,0,1,0,relaxing,low,very_low,very_low,low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,False,False,True,False
